日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,漲跌幅%
1150706,2547,日勝生,5117360,59768641,11.75,11.8,11.55,11.6,0.05,1391,0.432900432900433
1150706,2548,華固,776340,80055976,103.5,104.0,102.5,103.0,-0.5,1083,-0.4830917874396135
1150706,2597,潤弘,423969,71976371,169.5,171.5,168.0,171.0,1.0,531,0.5882352941176471
1150706,2601,益航,5809234,38340910,6.6,6.6,6.6,6.6,0.6,1188,10.0
1150706,2603,長榮,8533574,1676210057,197.0,198.5,194.5,195.5,0.5,7914,0.2564102564102564
1150706,2605,新興,3845538,119707013,31.2,31.7,30.75,30.8,0.0,2209,0.0
1150706,2606,裕民,4387371,274465718,62.6,63.2,62.2,62.2,0.4,2555,0.6472491909385114
1150706,2607,榮運,528284,24782099,46.7,47.15,46.45,46.75,0.5,576,1.0810810810810811
1150706,2608,嘉里大榮,195533,5728564,29.2,29.35,29.2,29.25,0.05,195,0.17123287671232879
1150706,2609,陽明,19345058,1027212719,53.0,53.6,52.6,53.0,0.6,9701,1.1450381679389312
1150706,2610,華航,29379938,662738746,22.6,22.75,22.35,22.45,-0.1,8110,-0.4434589800443459
1150706,2611,志信,836197,12224787,14.35,14.85,14.35,14.5,0.2,467,1.3986013986013985
1150706,2612,中航,503761,27570117,54.3,55.3,54.1,54.4,0.8,426,1.4925373134328357
1150706,2613,中櫃,501331,11277348,22.65,22.75,22.15,22.15,-0.2,301,-0.8948545861297541
1150706,2614,東森,515418,9566498,18.75,18.75,18.45,18.5,-0.05,478,-0.2695417789757413
1150706,2615,萬海,11466322,917980767,80.2,81.5,79.4,80.0,0.0,8049,0.0
1150706,2616,山隆,217720,3010339,14.1,14.1,13.7,13.7,-0.1,375,-0.7246376811594204
1150706,2617,台航,951990,29373568,30.75,31.05,30.7,30.8,0.3,524,0.983606557377049
1150706,2618,長榮航,40991137,1795704689,44.0,44.05,43.45,43.55,-0.3,13046,-0.6841505131128849
1150706,2630,亞航,31385641,1775561477,55.0,59.6,54.2,56.3,0.5,24888,0.896057347670251
1150706,2633,台灣高鐵,5322173,142076828,26.8,26.9,26.6,26.6,-0.2,2391,-0.7462686567164178
1150706,2634,漢翔,83376351,5229064456,63.4,64.5,60.3,60.3,0.3,45018,0.5
1150706,2636,台驊控股,617385,44323204,71.4,72.2,71.4,71.7,0.4,493,0.5610098176718094
1150706,2637,慧洋-KY,3836505,298936722,76.9,78.9,76.1,78.4,4.1,2875,5.5181695827725425
1150706,2642,宅配通,89534,1901798,21.25,21.4,21.1,21.25,0.0,225,0.0
1150706,2645,長榮航太,13806927,3205717211,228.0,238.0,220.0,238.0,21.5,16927,9.930715935334874
1150706,2646,星宇航空,4076117,87203070,21.5,21.55,21.25,21.35,0.05,2478,0.2347417840375587
1150706,2701,萬企,66799,717390,10.8,10.85,10.65,10.8,0.0,46,0.0
1150706,2702,華園,66194,889710,13.3,13.55,13.3,13.4,0.1,81,0.7518796992481203
1150706,2704,國賓,70113,3156579,45.0,45.3,44.85,45.1,0.2,60,0.44543429844098004
1150706,2705,六福,1812207,32672282,16.6,16.65,16.2,16.4,-0.25,449,-1.5015015015015016
1150706,2706,第一店,137609,1742882,12.65,12.75,12.6,12.65,0.0,149,0.0
1150706,2707,晶華,309091,56128393,180.0,183.0,180.0,182.0,2.0,363,1.1111111111111112
1150706,2712,遠雄來,18004,268811,15.0,15.0,14.75,14.75,-0.25,9,-1.6666666666666667
1150706,2722,夏都,39558,907288,23.35,23.35,22.8,23.0,-0.05,57,-0.21691973969631237
1150706,2723,美食-KY,178996,12163905,68.0,68.6,67.5,67.5,0.1,166,0.1483679525222552
1150706,2727,王品,722811,177821799,245.0,247.5,244.0,245.5,0.5,795,0.20408163265306123
1150706,2731,雄獅,484730,72936860,151.5,151.5,150.0,150.5,0.5,667,0.33333333333333337
1150706,2739,寒舍,310887,11793554,37.95,38.2,37.65,37.75,-0.2,438,-0.5270092226613966
1150706,2748,雲品,71194,2852017,40.1,40.4,39.85,40.0,-0.1,175,-0.24937655860349126
1150706,2753,八方雲集,297940,53909854,182.0,182.0,180.5,180.5,-2.0,600,-1.095890410958904
1150706,2762,世界健身-KY,99415,8279434,83.1,83.5,82.9,83.4,0.4,92,0.48192771084337355
1150706,2801,彰銀,12605303,296146768,23.4,23.65,23.4,23.5,0.2,3306,0.8583690987124464
1150706,2812,台中銀,11040653,227294605,20.5,20.7,20.4,20.55,0.15,3464,0.7352941176470588
1150706,2816,旺旺保,662518,23398134,34.8,35.6,34.8,35.25,0.4,343,1.1477761836441895
1150706,2820,華票,3025275,51569462,16.85,17.15,16.85,17.1,0.25,901,1.4836795252225519
1150706,2832,台產,153898,8776056,56.8,57.5,56.7,56.9,0.0,165,0.0
1150706,2834,臺企銀,22150613,399743137,17.95,18.1,17.95,18.0,0.05,5521,0.27855153203342625
1150706,2836,高雄銀,8646013,107879731,12.45,12.55,12.4,12.55,0.1,651,0.8032128514056224
1150706,2836A,高雄銀甲特,60097,1489825,24.95,24.95,24.75,24.75,0.0,26,0.0
1150706,2838,聯邦銀,2302565,53924901,22.9,23.65,22.9,23.6,0.7,1145,3.0567685589519646
1150706,2838A,聯邦銀甲特,83754,4369918,52.2,52.3,52.0,52.3,0.1,60,0.19157088122605367
1150706,2845,遠東銀,11555017,153832991,13.15,13.4,13.1,13.3,0.15,2446,1.1406844106463876
1150706,2849,安泰銀,81527,1190938,14.6,14.7,14.55,14.6,0.0,71,0.0
1150706,2850,新產,334943,48959918,143.5,147.5,143.5,147.5,4.0,451,2.7874564459930316
1150706,2851,中再保,2159280,84173546,38.5,39.3,38.5,39.1,0.65,1319,1.6905071521456438
1150706,2852,第一保,472883,12809574,26.95,27.25,26.9,27.05,0.2,260,0.74487895716946
1150706,2855,統一證,7080592,373234147,52.4,53.7,52.0,52.2,0.3,4263,0.5780346820809248
1150706,2867,三商壽,12403540,107999069,8.56,8.75,8.56,8.74,0.18,2458,2.102803738317757
1150706,2880,華南金,12149156,465008795,37.8,38.5,37.7,38.25,0.6,5951,1.593625498007968
1150706,2881,富邦金,15681809,1905634541,122.0,123.0,120.5,121.5,0.5,7593,0.4132231404958678
1150706,2881A,富邦特,90378,5579035,61.7,61.9,61.7,61.9,0.2,43,0.3241491085899514
1150706,2881B,富邦金乙特,49182,2985232,60.8,60.9,60.5,60.9,-0.1,27,-0.16393442622950818
1150706,2881C,富邦金丙特,91951,4662731,50.6,50.8,50.6,50.8,0.3,72,0.594059405940594
1150706,2882,國泰金,44484601,4167666879,94.2,94.9,93.1,93.4,-0.2,15013,-0.21367521367521367
1150706,2882A,國泰特,42427,2543711,59.9,60.0,59.9,60.0,0.1,30,0.1669449081803005
1150706,2882B,國泰金乙特,27007,1584751,58.9,58.9,58.6,58.8,-0.1,34,-0.16977928692699493
1150706,2883,凱基金,40813724,1180799622,28.65,29.1,28.55,29.0,0.55,12745,1.9332161687170477
