日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,漲跌幅%
1150708,00674R,期元大S&P黃金反1,438362,13122016,29.95,30.01,29.74,29.82,-0.01,65,-0.033523298692591345
1150708,00675L,富邦臺灣加權正2,2217880,714317721,326.3,326.8,317.05,322.5,-1.05,2058,-0.3245248029670839
1150708,00676R,富邦臺灣加權反1,8213413,46163266,5.6,5.67,5.58,5.63,0.02,694,0.35650623885918004
1150708,00678,群益那斯達克生技,752594,31787727,41.61,42.35,41.61,42.23,0.64,204,1.5388314498677569
1150708,00680L,元大美債20正2,22818168,154900668,6.82,6.82,6.77,6.78,-0.12,927,-1.7391304347826084
1150708,00681R,元大美債20反1,150250,3205220,21.28,21.34,21.28,21.32,0.14,10,0.6610009442870634
1150708,00682U,期元大美元指數,29,602,0.0,0.0,0.0,0.0,0.0,1,
1150708,00683L,期元大美元指正2,70126,1546542,22.08,22.1,22.03,22.04,0.05,14,0.22737608003638018
1150708,00684R,期元大美元指反1,0,0,0.0,0.0,0.0,0.0,0.0,0,
1150708,00685L,群益臺灣加權正2,424658813,5152051294,12.31,12.32,11.95,12.17,-0.06,113199,-0.490596892886345
1150708,00686R,群益臺灣加權反1,9020412,9061537,1.0,1.02,1.0,1.01,0.01,188,1.0
1150708,00688L,國泰20年美債正2,6027969,40777550,6.78,6.78,6.75,6.76,-0.1,385,-1.4577259475218662
1150708,00689R,國泰20年美債反1,175163,3909866,22.32,22.33,22.32,22.32,0.19,6,0.8585630366018979
1150708,00690,兆豐藍籌30,424929,33376271,79.15,79.25,77.7,78.75,0.05,687,0.06353240152477764
1150708,00692,富邦公司治理,635305,58329660,92.35,92.55,91.3,92.0,0.05,1331,0.05437737901033171
1150708,00693U,期街口S&P黃豆,823045,17986208,21.82,21.9,21.81,21.89,0.1,240,0.4589261128958238
1150708,00700,富邦恒生國企,413866,6791801,16.15,16.56,16.09,16.55,0.53,286,3.308364544319601
1150708,00701,國泰股利精選30,1150206,45375827,39.07,39.69,38.83,39.54,0.47,515,1.2029690299462503
1150708,00702,國泰標普低波高息,16651,420879,25.27,25.32,25.26,25.27,0.17,84,0.6772908366533866
1150708,00703,台新MSCI中國,103192,1952989,18.7,19.04,18.7,18.97,0.41,34,2.209051724137931
1150708,00706L,期元大S&P日圓正2,1324011,24375653,18.45,18.45,18.39,18.42,-0.09,295,-0.486223662884927
1150708,00707R,期元大S&P日圓反1,16000,523200,32.7,32.7,32.7,32.7,0.0,1,0.0
1150708,00708L,期元大S&P黃金正2,3115250,227213332,73.05,73.5,72.25,73.25,-0.05,1400,-0.06821282401091407
1150708,00709,富邦歐洲,52398,2111765,40.25,40.43,40.21,40.26,0.01,146,0.02484472049689441
1150708,00710B,復華彭博非投等債,180033,3442601,19.05,19.19,19.05,19.11,0.0,79,0.0
1150708,00711B,復華彭博新興債,122999,1985113,16.16,16.16,16.13,16.14,-0.11,5,-0.676923076923077
1150708,00712,復華富時不動產,27212278,241271434,8.88,8.89,8.83,8.85,-0.02,3133,-0.22547914317925596
1150708,00713,元大台灣高息低波,3077216,186150291,60.9,61.05,60.25,60.55,-0.05,2845,-0.08250825082508252
1150708,00714,群益道瓊美國地產,157252,3508747,22.24,22.42,22.24,22.33,0.27,99,1.2239347234814144
1150708,00715L,期街口布蘭特正2,16285532,586262749,35.57,36.64,35.57,36.61,3.53,4447,10.671100362756953
1150708,00717,富邦美國特別股,68490,1023308,14.98,15.0,14.92,14.97,-0.01,153,-0.06675567423230974
1150708,00728,第一金工業30,269448,16971909,63.75,63.85,62.3,63.85,0.45,413,0.7097791798107256
1150708,00730,富邦臺灣優質高息,131112,3758564,29.12,29.42,28.47,28.64,-0.25,291,-0.8653513326410521
1150708,00731,復華富時高息低波,603995,53643024,88.95,89.0,88.45,88.8,0.4,243,0.4524886877828055
1150708,00733,富邦臺灣中小,1753318,126653945,72.45,73.25,71.15,72.6,0.45,898,0.6237006237006238
1150708,00735,國泰臺韓科技,3094738,332771030,109.15,109.95,105.75,106.35,-1.05,4598,-0.9776536312849163
1150708,00736,國泰新興市場,103150,3236730,31.45,31.45,31.38,31.38,-0.07,70,-0.22257551669316375
1150708,00737,國泰AI機器人,237735,9238643,39.2,39.2,38.76,38.82,-0.82,244,-2.0686175580221997
1150708,00738U,期元大道瓊白銀,2331871,112926918,48.48,48.87,48.07,48.62,-0.17,1378,-0.34843205574912894
1150708,00739,元大MSCI A股,116855,3389923,29.23,29.23,28.86,28.98,0.17,118,0.5900728913571678
1150708,00752,中信中國50,3714539,82754314,21.82,22.6,21.8,22.58,0.76,1425,3.4830430797433554
1150708,00753L,中信中國50正2,23597418,211106739,8.64,9.11,8.64,9.09,0.42,2707,4.844290657439446
1150708,00757,統一FANG+,2249762,294868738,131.2,131.55,130.35,130.45,1.2,2628,0.9284332688588007
1150708,00762,元大全球AI,417411,46900459,112.75,112.9,111.6,111.75,-1.0,612,-0.8869179600886918
1150708,00763U,期街口道瓊銅,256900,8457053,32.86,33.05,32.84,32.99,0.08,173,0.24308720753570343
1150708,00770,國泰北美科技,157101,10527218,67.5,67.5,66.7,66.7,-0.6,397,-0.8915304606240713
1150708,00771,元大US高息特別股,17046,270294,15.87,15.9,15.84,15.84,-0.03,117,-0.1890359168241966
1150708,00775B,新光投等債15+,80030,2588975,32.35,32.35,32.35,32.35,0.0,5,0.0
1150708,00783,富邦中証500,376359,11396752,30.48,30.5,29.98,30.28,-0.01,154,-0.03301419610432486
1150708,00830,國泰費城半導體,13329057,1181215026,89.0,89.35,88.05,88.55,-1.15,25353,-1.282051282051282
1150708,00850,元大臺灣ESG永續,477804,42840757,90.15,90.35,89.0,89.95,0.0,1157,0.0
1150708,00851,台新全球AI,3555,252707,71.35,71.65,71.35,71.65,0.3,94,0.42046250875963553
1150708,00852L,國泰美國道瓊正2,73100,2599357,35.61,35.61,35.46,35.47,-0.36,10,-1.0047446274072007
1150708,00861,元大全球未來通訊,305452,27115697,89.8,89.8,88.05,88.3,-1.5,4574,-1.670378619153675
1150708,00865B,國泰US短期公債,4725994,231113491,48.95,49.05,48.75,48.87,-0.07,1174,-0.1430322844299142
1150708,00875,國泰網路資安,64868,3439114,53.2,53.3,52.9,52.9,0.25,150,0.4748338081671415
1150708,00876,元大全球5G,446716,42073203,95.55,95.55,93.3,93.85,-2.0,3461,-2.0865936358894106
1150708,00878,國泰永續高股息,29374892,969599970,33.19,33.22,32.72,33.2,0.23,18358,0.697603882317258
1150708,00881,國泰台灣科技龍頭,13756411,732654336,53.75,53.8,52.85,53.4,-0.3,6091,-0.5586592178770949
1150708,00882,中信中國高股息,4989881,75191559,15.0,15.13,14.99,15.07,0.13,1297,0.8701472556894244
1150708,00885,富邦越南,2047312,38730170,18.93,19.0,18.81,18.91,0.16,713,0.8533333333333334
1150708,00891,中信關鍵半導體,12528045,451853987,36.41,36.45,35.77,36.16,-0.15,7058,-0.4131093362709998
1150708,00892,富邦台灣半導體,5785619,251904163,44.27,44.27,43.22,43.65,-0.26,2596,-0.5921202459576407
1150708,00893,國泰智能電動車,830804,37671023,45.83,45.83,45.19,45.2,-0.94,544,-2.037277850021673
1150708,00894,中信小資高價30,1027101,48496490,47.71,47.83,46.7,47.35,-0.07,1066,-0.14761703922395616
1150708,00895,富邦未來車,273476,13892638,51.05,51.2,50.6,50.65,-0.5,315,-0.9775171065493646
1150708,00896,中信綠能及電動車,3547649,96639660,27.36,27.59,27.03,27.28,-0.08,1342,-0.2923976608187135
1150708,00897,富邦基因免疫生技,1655294,19371465,11.65,11.76,11.65,11.66,0.01,269,0.08583690987124463
1150708,00898,國泰基因免疫革命,650015,6277456,9.67,9.72,9.62,9.63,-0.05,283,-0.5165289256198347
1150708,00899,FT潔淨能源,84653,2167664,25.78,25.78,25.5,25.51,-0.67,258,-2.559205500381971
1150708,00900,富邦特選高股息30,5349000,101550368,19.24,19.26,18.81,19.07,0.0,1589,0.0
1150708,00901,永豐智能車供應鏈,222441,10060514,45.53,45.62,44.85,45.37,-0.1,222,-0.2199252254233561
1150708,00902,中信電池及儲能,3584229,48535665,13.85,13.85,13.34,13.34,-0.51,1308,-3.68231046931408
1150708,00903,富邦元宇宙,482295,10055915,20.95,20.96,20.79,20.79,-0.17,152,-0.8110687022900763
1150708,00904,新光臺灣半導體30,1317003,54800295,41.88,42.07,41.27,41.79,-0.16,988,-0.3814064362336115
1150708,00905,FT臺灣Smart,4056843,111332501,27.74,27.8,27.25,27.49,-0.18,2303,-0.6505240332490061
1150708,00907,永豐優息存股,1085733,17892602,16.55,16.62,16.41,16.45,0.01,247,0.060827250608272515
1150708,00908,富邦入息REITs+,232783,3582841,15.41,15.44,15.37,15.38,-0.01,89,-0.0649772579597141
1150708,00909,國泰數位支付服務,1938085,87506865,46.23,46.23,44.96,45.0,-1.28,1818,-2.765773552290406
1150708,00910,第一金太空衛星,941281,57918083,61.85,61.85,61.35,61.5,-1.3,2218,-2.070063694267516
1150708,00911,兆豐洲際半導體,839903,51114232,60.7,61.5,60.6,60.6,-1.6,4020,-2.572347266881029
1150708,00912,中信臺灣智慧50,283401,9584626,34.05,34.11,33.6,33.88,-0.16,520,-0.4700352526439483
1150708,00913,兆豐台灣晶圓製造,2990002,152615634,51.9,52.0,50.0,51.55,-0.15,1045,-0.2901353965183753
1150708,00915,凱基優選高股息30,5025961,160885335,31.95,32.35,31.78,32.17,0.24,826,0.7516442217350453
1150708,00916,國泰全球品牌50,2291043,60268073,26.18,26.38,26.18,26.23,0.06,786,0.22927015666794037
1150708,00917,中信特選金融,299270,6975518,23.31,23.37,23.25,23.26,-0.05,377,-0.21450021450021448
1150708,00918,大華優利高填息30,18504220,588963550,32.0,32.15,31.6,31.88,0.21,5169,0.6630880959898958
1150708,00919,群益台灣精選高息,70540271,2103923444,29.95,30.0,29.62,29.94,0.32,22691,1.0803511141120863
1150708,00920,富邦ESG綠色電力,841862,21202821,25.21,25.35,25.07,25.11,-0.67,561,-2.5989138867339023
1150708,00921,兆豐龍頭等權重,282893,6590621,23.5,23.5,23.2,23.24,0.14,317,0.6060606060606062
1150708,00922,國泰台灣領袖50,6497878,262631500,40.64,40.72,40.1,40.48,-0.05,4268,-0.12336540833950162
1150708,00923,群益台ESG低碳50,2254563,94437675,42.11,42.25,41.6,42.04,-0.06,1817,-0.14251781472684083
1150708,00924,復華S&P500成長,2509664,81918529,32.7,32.74,32.51,32.54,-0.04,1234,-0.12277470841006753
1150708,00926,凱基全球菁英55,433254,10796464,24.94,24.99,24.86,24.87,0.01,245,0.04022526146419952
1150708,00927,群益半導體收益,47835327,1956524672,41.35,41.46,40.31,41.16,0.0,18166,0.0
1150708,00929,復華台灣科技優息,45067263,1355371452,30.65,30.69,29.83,29.97,-0.47,14353,-1.5440210249671487
1150708,00930,永豐ESG低碳高息,658879,16171476,24.64,24.66,24.4,24.49,-0.04,247,-0.1630656339176519
1150708,00932,兆豐永續高息等權,1297852,23215874,18.2,18.2,17.77,17.84,-0.04,207,-0.22371364653243853
1150708,00934,中信成長高股息,2833902,79141972,28.22,28.32,27.77,28.02,0.02,1117,0.07142857142857142
1150708,00935,野村臺灣新科技50,11579336,677213893,59.0,59.15,57.7,58.7,-0.15,10430,-0.2548853016142736
1150708,00936,台新永續高息中小,925578,19226878,20.96,21.0,20.6,20.73,-0.06,485,-0.2886002886002886
1150708,00938,凱基優選30,1268924,31338978,24.71,24.78,24.55,24.77,0.17,192,0.6910569105691058
1150708,00939,統一台灣高息動能,4393581,94193636,21.51,21.53,21.29,21.53,0.21,1023,0.9849906191369606
1150708,00940,元大台灣價值高息,18098801,227210865,12.64,12.68,12.43,12.59,0.07,2643,0.5591054313099042
1150708,00941,中信上游半導體,3123943,84909779,27.49,27.86,27.04,27.1,-0.76,4566,-2.7279253409906676
1150708,00943,兆豐電子高息等權,444235,10019086,22.73,22.73,22.37,22.48,-0.11,137,-0.4869411243913236
1150708,00944,野村趨勢動能高息,160619,3494061,21.86,21.86,21.55,21.78,0.0,236,0.0
1150708,00945B,凱基美國非投等債,5131236,75175156,14.66,14.69,14.61,14.63,-0.02,560,-0.13651877133105803
1150708,00946,群益科技高息成長,1771256,27241715,15.59,15.6,15.25,15.41,-0.01,702,-0.06485084306095978
1150708,00947,台新臺灣IC設計,6571848,239844129,37.22,37.31,36.02,36.45,-0.43,4608,-1.165943600867679
1150708,00949,復華日本龍頭,900675,18835868,21.07,21.07,20.81,20.85,-0.26,363,-1.2316437707247747
1150708,00951,台新日本半導體,5245065,101510841,19.64,19.68,19.13,19.25,-0.47,1562,-2.383367139959432
1150708,00952,凱基台灣AI50,3372431,61750168,18.47,18.51,18.11,18.43,0.06,614,0.32661948829613496
1150708,00953B,群益優選非投等債,43839546,426626915,9.71,9.75,9.69,9.7,-0.01,4317,-0.10298661174047376
1150708,00954,中信日本半導體,3545076,73229280,20.96,20.96,20.43,20.5,-0.46,1157,-2.1946564885496183
1150708,00956,中信日經高股息,337637,4246335,12.6,12.6,12.53,12.56,-0.04,167,-0.31746031746031744
1150708,00960,野村全球航運龍頭,828309,14457562,17.34,17.48,17.34,17.46,0.22,295,1.276102088167053
1150708,00961,FT臺灣永續高息,10866358,138284010,12.84,12.89,12.67,12.71,-0.04,2723,-0.3137254901960784
1150708,00962,台新AI優息動能,668517,9865757,14.88,14.89,14.63,14.78,-0.02,316,-0.13513513513513514
1150708,00963,中信全球高股息,536980,6860799,12.75,12.81,12.75,12.75,0.01,268,0.07849293563579278
1150708,00964,中信亞太高股息,2002673,28259400,14.18,14.18,14.01,14.13,0.2,360,1.4357501794687724
1150708,00965,元大航太防衛科技,1035826,26130759,25.51,25.52,25.04,25.15,-0.52,919,-2.025710946630308
1150708,00971,野村美國研發龍頭,161969,2779680,17.17,17.22,17.09,17.09,-0.02,216,-0.1168907071887785
1150708,00972,野村日本動能高息,129740,2620180,20.18,20.2,20.15,20.2,-0.03,41,-0.14829461196243202
1150708,009800,中信NASDAQ,1851564,24145491,13.09,13.12,12.99,13.0,-0.09,641,-0.6875477463712758
1150708,009801,中信美國創新科技,315746,3861565,12.17,12.32,12.17,12.19,-0.08,226,-0.6519967400162999
1150708,009802,富邦旗艦50,3021797,56955835,19.0,19.08,18.64,18.9,0.01,952,0.052938062466913724
1150708,009803,玉山市值動能50,2919051,62136115,21.45,21.45,21.13,21.29,-0.07,1114,-0.32771535580524347
1150708,009804,聯邦台精彩50,3014811,71224563,24.0,24.11,23.37,23.59,-0.11,1405,-0.4641350210970464
1150708,009805,新光美國電力基建,5916740,98218763,16.69,16.7,16.53,16.54,-0.27,3432,-1.6061867935752532
1150708,009808,華南永昌優選50,60689,1892663,31.3,31.33,31.0,31.33,0.07,77,0.22392834293026237
1150708,009809,富邦淨零ESG50,1863787,33160008,17.81,17.95,17.65,17.91,0.13,111,0.7311586051743532
1150708,00980A,主動野村臺灣優選,10725021,251614755,23.6,23.76,23.17,23.47,-0.09,2615,-0.38200339558573854
1150708,009810,玉山全球藍籌100,245045,5058475,20.64,20.76,20.62,20.62,-0.02,76,-0.09689922480620156
1150708,009811,統一美國50,959681,12518454,13.07,13.1,13.0,13.01,0.0,580,0.0
1150708,009812,野村日本東證,778203,9784707,12.62,12.65,12.5,12.54,-0.08,219,-0.6339144215530903
1150708,009813,貝萊德標普卓越50,997989,11073830,11.15,11.15,11.07,11.07,-0.03,402,-0.2702702702702703
1150708,009816,凱基台灣TOP50,112264020,1708553138,15.32,15.36,15.1,15.26,-0.03,37511,-0.1962066710268149
1150708,009817,國泰日本不動產,737319,6665901,9.07,9.08,9.01,9.04,-0.11,228,-1.202185792349727
1150708,009818,華南永昌NASDAQxT,211491,4158405,19.74,19.74,19.6,19.6,-0.05,57,-0.2544529262086514
1150708,009819,中信數據及電力,5847028,58646207,10.06,10.1,10.0,10.0,-0.05,2495,-0.4975124378109453
1150708,00981A,主動統一台股增長,195753436,5809806704,29.96,30.1,29.25,29.75,-0.09,77540,-0.30160857908847183
1150708,00981T,平衡凱基雙核收息,4944872,60609871,12.34,12.34,12.23,12.25,-0.07,647,-0.5681818181818182
1150708,009820,元大納斯達克精選,10046378,97991077,9.81,9.85,9.71,9.73,-0.08,1843,-0.8154943934760448
1150708,009821,野村稀土關鍵資源,23193580,320420747,13.92,13.95,13.75,13.76,-0.35,11429,-2.480510276399716
1150708,009824,群益美國科技巨頭,10641909,105520641,9.93,9.97,9.89,9.89,-0.02,3449,-0.20181634712411706
1150708,00982A,主動群益台灣強棒,29444931,700522917,24.1,24.14,23.52,23.83,-0.26,10868,-1.0792860107928601
1150708,00982D,主動富邦動態入息,4954865,49414037,10.01,10.01,9.97,9.98,-0.05,245,-0.4985044865403789
1150708,00982T,平衡兆豐台美動能,40757,631610,15.48,15.53,15.47,15.47,-0.25,43,-1.5903307888040712
1150708,00983A,主動中信ARK創新,815021,10103587,12.5,12.5,12.34,12.34,-0.19,422,-1.5163607342378294
1150708,00983D,主動富邦複合收益,1458891,14863107,10.24,10.24,10.16,10.18,-0.06,221,-0.5859375
1150708,00984A,主動安聯台灣高息,23980962,389509861,16.36,16.4,16.06,16.3,0.05,7911,0.3076923076923077
1150708,00984D,主動聯博全球非投,12273640,124878827,10.19,10.2,10.13,10.16,-0.01,954,-0.09832841691248771
1150708,00985A,主動野村台灣50,3388169,72830273,21.67,21.7,21.31,21.52,-0.04,1452,-0.1855287569573284
1150708,00985B,群益ESG投等債0-5,7519971,77569520,10.32,10.34,10.28,10.3,-0.02,453,-0.1937984496124031
1150708,00986A,主動台新龍頭成長,460946,6855915,14.92,14.92,14.78,14.79,-0.21,263,-1.4000000000000001
1150708,00987A,主動台新優勢成長,4867610,77823980,16.09,16.24,15.75,15.94,-0.07,1047,-0.43722673329169276
1150708,00988A,主動統一全球創新,105303931,2033001681,19.62,19.67,19.05,19.15,-0.47,42035,-2.395514780835882
1150708,00989A,主動摩根美國科技,680892,11957051,17.9,17.9,17.5,17.5,-0.29,316,-1.6301292861157952
1150708,00990A,主動元大AI新經濟,49400565,889187739,18.19,18.25,17.81,17.88,-0.41,16382,-2.241662110442865
1150708,00991A,主動復華未來50,113395722,2160718497,19.2,19.36,18.8,19.1,-0.02,42992,-0.10460251046025104
1150708,00992A,主動群益科技創新,40617598,715957667,17.78,17.9,17.42,17.65,-0.06,11760,-0.33879164313946925
1150708,00993A,主動安聯台灣,4899120,64941920,13.39,13.48,13.11,13.29,-0.07,1587,-0.5239520958083833
1150708,00994A,主動第一金台股優,5743574,96900917,16.95,17.03,16.65,16.85,-0.05,1665,-0.2958579881656805
1150708,00995A,主動中信台灣卓越,5974723,102103745,17.24,17.37,16.88,17.11,-0.06,1551,-0.34944670937682004
1150708,00996A,主動兆豐台灣豐收,6497384,96295603,14.89,14.97,14.62,14.8,0.0,1700,0.0
1150708,00997A,主動群益美國增長,52542851,637921753,12.29,12.32,12.02,12.07,-0.46,13981,-3.6711891460494814
1150708,00999A,主動野村臺灣高息,13410414,142730501,10.79,10.8,10.54,10.63,-0.1,3372,-0.9319664492078286
1150708,01001T,土銀富邦R1,38239,439658,11.5,11.5,11.45,11.5,0.0,9,0.0
1150708,01002T,土銀國泰R1,87030,1196703,13.78,13.78,13.75,13.75,-0.03,15,-0.21770682148040638
1150708,01004T,土銀富邦R2,76000,782810,10.3,10.31,10.29,10.29,-0.01,29,-0.09708737864077671
1150708,01007T,兆豐國泰R2,175000,2165520,12.39,12.44,12.35,12.44,-0.01,77,-0.08032128514056225
1150708,01009T,王道圓滿R1,41000,234740,5.74,5.74,5.72,5.72,0.01,9,0.17513134851138354
1150708,01010T,京城樂富R1,323000,3228430,9.99,10.0,9.98,10.0,0.0,15,0.0
1150708,020000,富邦特選蘋果N,8000,258400,32.3,32.3,32.3,32.3,-0.2,1,-0.6153846153846154
1150708,020011,統一微波高息20N,0,0,0.0,0.0,0.0,0.0,0.0,0,
1150708,020012,富邦行動通訊N,0,0,0.0,0.0,0.0,0.0,0.0,0,
1150708,02001L,富邦蘋果正二N,99000,15545400,161.85,161.85,151.5,157.0,-1.35,70,-0.8525418377012947
1150708,020020,元大台股領航N,4000,107330,26.92,26.92,26.8,26.8,-0.02,3,-0.07457121551081283
1150708,020028,元大特選電動車N,8000,148110,18.57,18.57,18.47,18.47,-0.87,3,-4.498448810754912
1150708,020029,元大ESG高股息N,6000,110650,18.35,18.5,18.35,18.5,-0.16,3,-0.857449088960343
1150708,020030,統一智慧電動車N,6000,107800,17.86,18.03,17.86,18.03,-0.52,3,-2.803234501347709
